Category,Description,Nutrient Data Bank Number,Alpha Carotene,Beta Carotene,Beta Cryptoxanthin,Carbohydrate,Cholesterol,Choline,Fiber,Lutein and Zeaxanthin,Lycopene,Niacin,Protein,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Fat.Monosaturated Fat,Fat.Polysaturated Fat,Fat.Saturated Fat,Fat.Total Lipid,Major Minerals.Calcium,Major Minerals.Copper,Major Minerals.Iron,Major Minerals.Magnesium,Major Minerals.Phosphorus,Major Minerals.Potassium,Major Minerals.Sodium,Major Minerals.Zinc,Vitamins.Vitamin A - RAE,Vitamins.Vitamin B12,Vitamins.Vitamin B6,Vitamins.Vitamin C,Vitamins.Vitamin E,Vitamins.Vitamin K
Energy drink,"Energy drink, sugar-free (Red Bull)",95312600,0,0,0,0.7,0,0,0,0,0,8.5,0.25,0,0.575,0.2,0,0.025,98.35,0,0,0,0.08,13,0.005,0.02,3,0,3,83,0,0,1.99,1.995,0,0,0
Energy drink,"Energy drink, sugar free (Rockstar)",95312700,0,0,0,0.7,0,0,0,0,0,8.333,0.25,0,1.417,0.2,0,0.025,98.35,0,0,0,0.08,13,0.005,0.02,3,0,3,52,0,0,2.5,0.833,0,0,0
Energy drink,"Energy drink, sugar free (Vault)",95312800,0,0,0,0.7,0,0.3,0,0,0,0.015,0.25,0,0,0.2,0,0.025,98.35,0,0,0,0.08,2,0.005,0.02,3,0,3,14,0,0,0,0,0,0,0
Energy drink,"Energy drink, sugar free",95313200,0,0,0,0.7,0,0,0,0,0,8.416,0.25,0,0.996,0.2,0,0.025,98.35,0,0,0,0.08,13,0.005,0.02,3,0,3,68,0,0,2.24,1.414,0,0,0
Energy drink,Energy drink (XS Gold Plus),95312905,0,0,0,0.7,0,0,0,0,0,8.5,0.25,0,0.575,0.2,0,0.025,98.35,0,0,0,0.08,13,0.005,0.02,3,0,3,83,0,0,1.99,1.995,0,0,0
Energy drink,Energy drink (XS),95312900,0,0,0,0.7,0,0,0,0,0,8.5,0.25,0,0.575,0.2,0,0.025,98.35,0,0,0,0.08,13,0.005,0.02,3,0,3,83,0,0,1.99,1.995,0,0,0
Fruit juice/flavored drink/juice drink,"Prune juice, 100%",64132010,0,2,0,17.45,0,2.7,1,40,0,0.785,0.61,0,0.07,0.6,16.45,0.016,81.24,0.021,0.007,0.003,0.03,12,0.068,1.18,14,25,276,4,0.21,0,0,0.218,4.1,0.12,3.4
Fruit juice/flavored drink/juice drink,Fruit flavored drink,92511015,0,0,0,16.03,0,0,0,0,0,0,0,0,0,0,15.85,0,83.87,0,0,0,0,3,0.009,0,1,0,31,36,0,0,0,0,0,0,0
Fruit juice/flavored drink/juice drink,"Grape juice, baby food",67203800,1,46,0,15.38,0,6.5,0,83,0,0.2,0,0,0.02,0.1,15.3,0.01,84.4,0,0,0,0,12,0.028,0.3,10,11,90,10,0.05,4,0,0.06,33.8,0,16.9
Fruit juice/flavored drink/juice drink,Pear nectar,64215010,0,1,0,15.76,0,2,0.6,20,0,0.128,0.11,0,0.013,0,15.16,0.002,84.01,0.003,0.003,0.001,0.01,5,0.067,0.26,3,3,13,4,0.07,0,0,0.014,1.1,0.05,1.8
Fruit juice/flavored drink/juice drink,"Grape juice, 100%",64116020,0,5,0,14.77,0,3.2,0.2,57,0,0.133,0.37,0,0.015,0,14.2,0.017,84.51,0.003,0.022,0.025,0.13,11,0.018,0.25,10,14,104,5,0.07,0,0,0.032,25,0,0.4
Fruit juice/flavored drink/juice drink,"Grape juice, 100%, with calcium added",64116060,0,5,0,14.77,0,3.2,0.2,57,0,0.133,0.37,0,0.015,0,14.2,0.017,84.51,0.003,0.022,0.025,0.13,42,0.018,0.25,10,14,104,5,0.07,0,0,0.032,25,0,0.4
Fruit juice/flavored drink/juice drink,"Papaya juice, 100%",64120010,0,91,251,14.51,0,2,0.6,25,0,0.15,0.17,0,0.004,0.3,13.91,0.006,85.02,0.041,0.035,0.047,0.15,10,0.013,0.34,3,0,31,5,0.15,18,0,0.009,3,0.24,0.8
Fruit juice/flavored drink/juice drink,"Passion fruit juice, 100%",64121000,0,419,23,13.6,0,4,0.2,0,0,1.46,0.39,0,0.131,0.1,13.4,0,85.62,0.006,0.029,0.004,0.05,4,0.053,0.24,17,13,278,6,0.05,36,0,0.05,29.8,0.01,0.4
Fruit juice/flavored drink/juice drink,"Banana juice with lowfat yogurt, baby food",67250100,3,5,0,17.54,3,11.4,0.4,16,0,0.27,2.5,5,0.1,1.6,13.28,0.03,78.5,0.219,0.022,0.517,0.8,79,0.03,0.2,10,65,160,37,0.14,6,0.43,0.12,33.9,0.05,0.4
Fruit juice/flavored drink/juice drink,"Fruit punch, made with soda, fruit juice, and sherbet or ice cream",92510730,0,5,2,14.85,0,2.5,0.4,2,0,0.071,0.31,2,0.03,0.4,12.77,0.022,84.25,0.105,0.027,0.223,0.41,17,0.032,0.18,6,11,62,21,0.14,3,0.02,0.034,11.1,0.01,0.1
Fruit juice/flavored drink/juice drink,"Pomegranate juice, 100%",64126000,0,0,0,13.13,0,4.8,0.1,0,0,0.233,0.15,0,0.015,0.3,12.65,0.015,85.95,0.059,0.05,0.077,0.29,11,0.021,0.1,7,11,214,9,0.09,0,0,0.04,0.1,0.38,10.4
Fruit juice/flavored drink/juice drink,"Pomegranate juice beverage, 40-50% juice, light",92550380,0,0,0,13.13,0,4.8,0.1,0,0,0.233,0.15,0,0.015,0.3,12.65,0.015,85.95,0.059,0.05,0.077,0.29,11,0.021,0.1,7,11,214,9,0.09,0,0,0.04,0.1,0.38,10.4
Fruit juice/flavored drink/juice drink,"Fruit juice drink, with high vitamin C, plus added calcium",92582100,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,87.49,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,30,0,0
Fruit juice/flavored drink/juice drink,"Fruit nectar, NFS",64200100,0,402,26,13.12,0,1.5,0.3,0,0,0.08,0.11,0,0.003,0.4,12.45,0.003,86.63,0.022,0.011,0.014,0.06,17,0.015,0.36,3,2,24,5,0.02,35,0,0.015,15.2,0.21,0.8
Fruit juice/flavored drink/juice drink,"Cranberry juice, 100%, not a blend",64105400,0,27,0,12.2,0,3.3,0.1,68,0,0.091,0.39,0,0.018,0.1,12.1,0.009,87.13,0.023,0.07,0.01,0.13,8,0.055,0.25,6,13,77,2,0.1,2,0,0.052,9.3,1.2,5.1
Fruit juice/flavored drink/juice drink,"Cranberry juice drink, with high vitamin C",92530510,0,5,0,13.52,0,1.1,0,13,0,0.041,0,0,0,0.2,11.87,0,86.17,0.019,0.059,0.009,0.1,3,0.01,0.1,1,1,14,2,0.03,0,0,0,42.3,0.22,1
Fruit juice/flavored drink/juice drink,"Lemonade, fruit juice drink",92510955,0,0,0,12.08,0,0.5,0,0,0,0.009,0,0,0.003,0.1,11.67,0.002,87.9,0,0,0,0,2,0.016,0,2,1,10,6,0.01,0,0,0.004,3.1,0,0
Fruit juice/flavored drink/juice drink,"Fruit juice, acai blend",95342000,46,5784,23,12.83,0,0,1.2,783,899,9.06,0.83,0,0.04,0,11.1,0.03,84.88,0,0,0,0.83,19,0.076,0.16,11,13,130,13,0.11,485,3.4,1.1,42.1,11.11,16.7
Fruit juice/flavored drink/juice drink,"Apple-banana juice, baby food",67203200,3,4,0,12.3,0,2.3,0.2,16,0,0.14,0.2,0,0.01,0.3,11,0.01,87.1,0.004,0.034,0.018,0.1,7,0.02,0.2,6,8,123,4,0.04,0,0,0.06,27.9,0.02,0
Fruit juice/flavored drink/juice drink,"Cranberry juice blend, 100% juice",64100200,0,2,0,12.46,0,2.4,0.2,33,0,0.087,0.16,0,0.015,0.1,10.92,0.006,87.05,0.005,0.032,0.023,0.12,11,0.01,0.11,7,9,96,7,0.05,0,0,0.021,28.2,0.01,0.2
Fruit juice/flavored drink/juice drink,"Fruit juice, NFS",64100100,0,2,0,12.46,0,2.4,0.2,33,0,0.087,0.16,0,0.015,0.1,10.92,0.006,87.05,0.005,0.032,0.023,0.12,11,0.01,0.11,7,9,96,7,0.05,0,0,0.021,28.2,0.01,0.2
Fruit juice/flavored drink/juice drink,"Fruit juice blend, 100% juice",64100110,0,2,0,12.46,0,2.4,0.2,33,0,0.087,0.16,0,0.015,0.1,10.92,0.006,87.05,0.005,0.032,0.023,0.12,11,0.01,0.11,7,9,96,7,0.05,0,0,0.021,28.2,0.01,0.2
Fruit juice/flavored drink/juice drink,"Apple-grape juice, baby food",67203500,0,2,0,11.34,0,1.9,0.1,0,0,0.109,0.1,0,0.021,0.1,10.9,0.007,88.1,0.009,0.059,0.04,0.2,6,0.078,0.39,6,5,90,0,0.04,0,0,0.034,31.5,0,0
Fruit juice/flavored drink/juice drink,"Apple juice, baby food",67202000,0,8,6,11.7,0,1.8,0.1,16,0,0.083,0,0,0.016,0.1,10.7,0.007,88,0.002,0.031,0.018,0.1,4,0.04,0.57,3,5,91,8,0.03,1,0,0.029,57.9,0.6,0
Fruit juice/flavored drink/juice drink,"Fruit juice drink, with high vitamin C",92530610,0,0,0,11.35,0,1.8,0.1,16,0,0.036,0.13,5,0.014,0.1,10.69,0.003,88.1,0.002,0.03,0.017,0.11,3,0.013,0.25,5,7,122,8,0.04,5,0,0.032,25,0.05,0
Fruit juice/flavored drink/juice drink,"Mixed fruit juice, not citrus, with added calcium, baby food",67204100,0,2,0,12.7,0,2.2,0.4,21,0,0.1,0.2,0,0.02,0.1,10.6,0.01,86.5,0.004,0.029,0.02,0.1,64,0.02,0.3,7,11,86,4,0.04,0,0,0.05,21.2,0.01,0.1
Fruit juice/flavored drink/juice drink,"Apple-fruit juice blend, baby food",67203000,1,8,2,18.1,0,1.8,0.1,22,0,0.301,0.2,0,0.002,0.3,10.58,0.005,81.3,0.006,0.031,0.018,0.1,9,0.062,0.95,7,15,148,8,0.05,1,0,0.035,67.5,0.05,1.3
Fruit juice/flavored drink/juice drink,"Apple-prune juice, baby food",67203700,1,8,2,18.1,0,1.8,0.1,22,0,0.301,0.2,0,0.002,0.3,10.58,0.005,81.3,0.006,0.031,0.018,0.1,9,0.062,0.95,7,15,148,8,0.05,1,0,0.035,67.5,0.05,1.3
Fruit juice/flavored drink/juice drink,"Fruit juice blend, citrus, 100% juice",61213800,3,5,9,12.2,0,3.8,0.2,14,0,0.173,0.41,0,0.025,0.1,10.57,0.04,87.24,0.009,0.024,0.011,0.08,8,0.034,0.18,10,11,150,4,0.06,1,0,0.061,40.7,0.07,0.1
Fruit juice/flavored drink/juice drink,"Apple-cherry juice, baby food",67203400,0,11,0,11.2,0,1.9,0.3,21,0,0.11,0.2,0,0.02,0.1,10.5,0.01,88.2,0,0.03,0.02,0.1,7,0.02,0.35,3,12,110,4,0.03,1,0,0.03,32.1,0.02,0.2
Fruit juice/flavored drink/juice drink,Guava nectar,64203020,0,29,0,13.3,0,1.1,1.2,0,35,0.17,0.3,0,0.005,0.1,10.15,0.005,86.23,0.02,0.017,0.023,0.07,8,0.025,0.54,2,3,33,6,0.02,2,0,0.009,21.3,0.06,1
Fruit juice/flavored drink/juice drink,"Orange-apple-banana juice, baby food",67211000,1,5,22,11.5,0,4.1,0.1,59,0,0.263,0.4,0,0.027,0.1,10.03,0.043,87.6,0.007,0.027,0.016,0.1,5,0.044,0.35,6,8,134,0,0.03,1,0,0.062,32.1,0.02,0.1
Fruit juice/flavored drink/juice drink,"Pineapple juice, 100%",64124020,0,3,0,12.87,0,3.3,0.2,0,0,0.199,0.36,0,0.021,0.1,9.98,0.058,86.37,0.014,0.042,0.008,0.12,13,0.069,0.31,12,8,130,2,0.11,0,0,0.1,43.8,0.02,0.3
Fruit juice/flavored drink/juice drink,"Tangerine juice, 100%",61213220,13,36,203,10.1,0,6.2,0.2,158,0,0.1,0.5,0,0.02,0.1,9.9,0.057,88.9,0.036,0.04,0.024,0.2,18,0.025,0.2,8,14,178,1,0.03,12,0,0.042,29.4,0.13,0
Fruit juice/flavored drink/juice drink,"Cranberry juice blend, 100% juice, with calcium added",64100220,0,15,0,10.91,0,1.8,0.1,68,0,0.094,0.27,0,0.015,0.1,9.8,0.005,88.6,0.002,0.002,0.002,0.12,19,0.016,0.08,5,8,76,6,0.05,1,0,0.018,31.5,0.01,0
Fruit juice/flavored drink/juice drink,"Apple juice, 100%",64104010,0,0,0,11.3,0,1.8,0.2,16,0,0.073,0.1,0,0.017,0.1,9.62,0.021,88.24,0.006,0.039,0.022,0.13,8,0.012,0.12,5,7,101,4,0.02,0,0,0.018,10.3,0.01,0
Fruit juice/flavored drink/juice drink,"Apple-sweet potato juice, baby food",67230000,0,1849,0,11.4,0,4.9,0.5,6,0,0.1,0.3,0,0.03,0.1,9.6,0.01,87.9,0.01,0.05,0.03,0.1,15,0.032,0.3,7,14,137,5,0.08,154,0,0.07,34.1,0.34,0.7
Fruit juice/flavored drink/juice drink,"Apple-peach juice, baby food",67203600,0,31,13,10.5,0,2.5,0.1,29,0,0.213,0.2,0,0.011,0.3,9.59,0.008,89,0.002,0.031,0.018,0.1,3,0.037,0.56,3,4,97,0,0.03,3,0,0.022,58.5,0.15,0.5
Fruit juice/flavored drink/juice drink,"Grapefruit juice,100%, frozen, reconstituted",61201620,2,4,1,9.66,0,6.9,0.1,10,0,0.216,0.55,0,0.022,0.1,9.55,0.041,89.3,0.018,0.032,0.018,0.13,10,0.04,0.14,11,14,135,4,0.06,1,0,0.043,33.5,0.04,0
Fruit juice/flavored drink/juice drink,"Apple juice, 100%, with calcium added",64104030,0,0,0,11.49,0,1.8,0.3,16,0,0.067,0.12,0,0.015,0.1,9.47,0.004,87.92,0.008,0.051,0.029,0.17,70,0.01,0.13,5,9,184,5,0.04,0,0,0.018,30.3,0.01,0
Fruit juice/flavored drink/juice drink,"Fruit punch, made with fruit juice and soda",92510720,0,2,0,10.82,0,1.6,0.1,0,0,0.1,0.18,0,0.01,0.1,9.44,0.029,88.8,0.007,0.021,0.004,0.06,8,0.044,0.24,6,4,66,4,0.08,0,0,0.05,5,0.01,0.2
Fruit juice/flavored drink/juice drink,"Grapefruit juice, 100%, freshly squeezed",61201010,2,4,1,9.2,0,7.7,0.1,10,0,0.2,0.5,0,0.02,0.1,9.1,0.04,90,0.013,0.024,0.014,0.1,9,0.033,0.2,12,15,162,1,0.05,1,0,0.044,38,0.22,0
Fruit juice/flavored drink/juice drink,"Apple juice, with added calcium, baby food",67202010,0,0,0,11.1,0,1.8,0.4,0,0,0.08,0.06,0,0.02,0.1,9,0.02,88.3,0.005,0.032,0.018,0.1,127,0.01,0.2,6,8,92,3,0.03,0,0,0.03,21.2,0,0
Fruit juice/flavored drink/juice drink,"Fruit juice drink, light",92550035,0,0,0,10,0,0.5,0,0,0,0.015,0,0,0,0.2,9,0,87.58,0.012,0.014,0.008,0.07,5,0,0.04,2,1,11,2,0.02,0,0,0,0,0.68,0
Fruit juice/flavored drink/juice drink,"Orange juice, 100%, with calcium added, frozen, reconstituted",61210820,5,15,55,9.67,0,5.7,0.3,95,0,0.312,0.68,0,0.05,0.1,8.48,0.079,88.67,0.014,0.018,0.017,0.07,167,0.024,0.09,11,89,180,5,0.05,4,0,0.074,41.4,0.17,0.1
Fruit juice/flavored drink/juice drink,"Orange juice, 100%, frozen, reconstituted",61210620,5,15,55,10.04,0,5.7,0.3,95,0,0.312,0.68,0,0.05,0.1,8.47,0.078,88.67,0.014,0.018,0.017,0.07,13,0.024,0.09,11,17,180,5,0.05,4,0,0.074,41.3,0.17,0.1
Fruit juice/flavored drink/juice drink,"Mixed fruit juice, not citrus, baby food",67204000,11,19,1,11.7,0,3.5,0.1,21,0,0.123,0.1,0,0.014,0.5,8.46,0.023,87.9,0.006,0.039,0.015,0.1,8,0.04,0.34,5,5,101,8,0.03,2,0,0.043,63.6,0.04,0.9
Fruit juice/flavored drink/juice drink,"Orange juice, 100%,  freshly squeezed",61210010,6,33,169,10.4,0,6.2,0.2,115,0,0.4,0.7,0,0.03,0.1,8.4,0.09,88.3,0.036,0.04,0.024,0.2,11,0.044,0.2,11,17,200,1,0.05,10,0,0.04,50,0.04,0.1
Fruit juice/flavored drink/juice drink,"Orange-carrot juice, baby food",67230500,395,863,135,9.9,0,6.5,0.4,135,0,0.21,0.5,0,0.05,0.1,8.4,0.06,89.1,0.01,0.03,0.01,0.1,16,0.044,0.2,10,19,174,10,0.07,94,0,0.05,34.1,0.29,1.5
Fruit juice/flavored drink/juice drink,"Fruit juice blend, citrus, 100% juice, with calcium added",61213900,8,8,27,11.27,0,6.2,0.3,27,0,0.28,0.68,0,0.039,0.1,8.31,0.046,87.22,0.022,0.03,0.014,0.12,140,0.042,0.13,11,47,178,2,0.07,2,0,0.076,33.6,0.2,0
Fruit juice/flavored drink/juice drink,"Orange juice, 100%, NFS",61210000,8,8,27,11.45,0,6.2,0.3,27,0,0.28,0.68,0,0.039,0.1,8.31,0.046,87.22,0.022,0.03,0.014,0.12,56,0.042,0.13,11,28,178,2,0.07,2,0,0.076,33.6,0.2,0
Fruit juice/flavored drink/juice drink,"Orange juice, 100%, canned, bottled or in a carton",61210220,8,8,27,11.54,0,6.2,0.3,27,0,0.28,0.68,0,0.039,0.1,8.31,0.046,87.22,0.022,0.03,0.014,0.12,11,0.042,0.13,11,17,178,2,0.07,2,0,0.076,33.6,0.2,0
Fruit juice/flavored drink/juice drink,"Orange juice, 100%, with calcium added, canned, bottled or in a carton",61210250,8,8,27,11.27,0,6.2,0.3,27,0,0.28,0.68,0,0.039,0.1,8.31,0.046,87.22,0.022,0.03,0.014,0.12,140,0.042,0.13,11,47,178,2,0.07,2,0,0.076,33.6,0.2,0
Fruit juice/flavored drink/juice drink,"Orange juice, baby food",67205000,2,9,47,10.2,0,6.2,0.1,113,0,0.239,0.6,0,0.028,0.1,8.26,0.045,88.5,0.05,0.06,0.035,0.3,12,0.046,0.17,9,11,184,0,0.06,3,0,0.054,62.5,0.04,0.1
Fruit juice/flavored drink/juice drink,"Fruit juice beverage, 40-50% juice, citrus",92511250,2,8,28,11.4,0,0.5,0.1,26,0,0.075,0.34,0,0.01,0.1,8.12,0.014,87.84,0.002,0.004,0.002,0.03,9,0.035,1.12,6,10,111,4,0.04,2,0,0.019,27,0.06,0.1
Fruit juice/flavored drink/juice drink,"Fruit juice drink, noncitrus, carbonated",92433000,0,7,0,8.35,0,1.9,0.1,36,0,0.071,0.23,0,0.01,0,8.1,0.009,91.19,0.006,0.023,0.012,0.08,8,0.021,0.15,6,8,58,11,0.09,0,0,0.023,11.9,0.24,1.2
Fruit juice/flavored drink/juice drink,"Fruit juice drink, added calcium (Sunny D)",92582110,0,219,62,13.2,0,0.5,0.1,8,0,0.09,0,0,0.01,0,8.02,0.12,85.4,0,0,0,0,100,0.027,0.05,5,7,83,54,0.05,21,0,0.02,24,0.04,0
Fruit juice/flavored drink/juice drink,"Grapefruit juice, 100%, with calcium added",61201225,3,188,5,7.74,0,6.4,0.3,14,297,0.2,0.51,0,0.03,0,7.96,0.038,90.77,0.16,0.296,0.173,0.68,146,0.026,0.06,9,16,132,2,0.04,16,0,0.044,22.2,0.2,0
Fruit juice/flavored drink/juice drink,"Grapefruit juice, 100%, NS as to form",61201020,2,20,1,7.59,1,7.7,0.2,10,0,0.253,0.55,0,0.02,0.1,7.72,0.062,90.9,0.093,0.175,0.082,0.7,16,0.032,0.07,10,17,141,1,0.04,2,0,0,39.4,0.22,0
Fruit juice/flavored drink/juice drink,"Grapefruit juice, 100%, canned, bottled or in a carton",61201220,2,20,1,7.59,1,7.7,0.2,10,0,0.253,0.55,0,0.02,0.1,7.72,0.062,90.9,0.093,0.175,0.082,0.7,16,0.032,0.07,10,17,141,1,0.04,2,0,0,39.4,0.22,0
Fruit juice/flavored drink/juice drink,"Blackberry juice, 100%",64104600,0,74,0,7.8,0,6.6,0.1,68,0,0.446,0.3,0,0.018,0.3,7.7,0.012,90.9,0.058,0.344,0.018,0.6,12,0.114,0.48,21,12,135,1,0.41,6,0,0.021,11.3,0.9,15.2
Fruit juice/flavored drink/juice drink,"Strawberry juice, 100%",64132500,0,74,0,7.8,0,6.6,0.1,68,0,0.446,0.3,0,0.018,0.3,7.7,0.012,90.9,0.058,0.344,0.018,0.6,12,0.114,0.48,21,12,135,1,0.41,6,0,0.021,11.3,0.9,15.2
Fruit juice/flavored drink/juice drink,Iced Tea / Lemonade juice drink,92307500,0,0,18,9.15,0,2.5,0.3,5,0,0.08,0.2,0,0.016,0.1,7.2,0.009,90.5,0.003,0.009,0.013,0.05,4,0.013,0.04,5,4,67,12,0.1,1,0,0.016,6.3,0.1,0
Fruit juice/flavored drink/juice drink,"Lemonade, fruit flavored drink",92510960,0,0,0,6.55,0,0,0,0,0,0,0,0,0.001,0,6.5,0,93.25,0.009,0.036,0.012,0.07,4,0.011,0.01,12,7,3,12,0.01,0,0,0,2.7,0,0.1
Fruit juice/flavored drink/juice drink,Blueberry juice,64104610,0,21,0,9.42,0,3.9,1.6,52,0,0.272,0.48,0,0.027,0.1,6.47,0.024,89.7,0.031,0.095,0.018,0.21,5,0.04,0.18,4,8,50,2,0.1,2,0,0.034,6.3,0.37,12.5
Fruit juice/flavored drink/juice drink,"Watermelon juice, 100%",64133100,0,303,78,7.55,0,4.1,0.4,8,4532,0.178,0.61,0,0.021,0.4,6.2,0.033,91.45,0.037,0.05,0.016,0.15,7,0.042,0.24,10,11,112,1,0.1,28,0,0.045,8.1,0.05,0.1
Fruit juice/flavored drink/juice drink,"Fruit juice and water drink, with high vitamin C and added calcium, baby food",67260000,0,2,0,7.35,0,1.4,0,34,0,0.06,0,0,0.013,0.1,6.12,0.007,92.5,0.002,0.015,0,0,71,0.014,0,3,3,22,11,0.71,0,0,0.022,35.3,0,0.2
Fruit juice/flavored drink/juice drink,"Fruit juice drink, citrus, carbonated",92432000,3,18,55,6.88,0,5.1,0.2,46,0,0.168,0.46,0,0.015,0.1,6.1,0.037,92.06,0.044,0.077,0.037,0.31,11,0.022,0.07,8,13,121,7,0.06,4,0,0.011,25.7,0.16,0
Fruit juice/flavored drink/juice drink,"Fruit flavored drink, with high vitamin C",92530410,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,5,0,93.2,0,0,0,0,3,0.009,0,1,0,31,36,0,0,0,0,25,0,0
Fruit juice/flavored drink/juice drink,"Lemonade, fruit juice drink, light",92550370,0,0,0,5,0,0.5,0,0,0,0.009,0,0,0.003,0.1,5,0.002,94.98,0,0,0,0,2,0.016,0,2,1,10,5,0.01,0,0,0.004,25,0.56,0
