Category,Description,Nutrient Data Bank Number,Alpha Carotene,Beta Carotene,Beta Cryptoxanthin,Carbohydrate,Cholesterol,Choline,Fiber,Lutein and Zeaxanthin,Lycopene,Niacin,Protein,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Fat.Monosaturated Fat,Fat.Polysaturated Fat,Fat.Saturated Fat,Fat.Total Lipid,Major Minerals.Calcium,Major Minerals.Copper,Major Minerals.Iron,Major Minerals.Magnesium,Major Minerals.Phosphorus,Major Minerals.Potassium,Major Minerals.Sodium,Major Minerals.Zinc,Vitamins.Vitamin A - RAE,Vitamins.Vitamin B12,Vitamins.Vitamin B6,Vitamins.Vitamin C,Vitamins.Vitamin E,Vitamins.Vitamin K
Fruit juice/flavored drink/juice drink,"Grape juice drink, light",92550200,0,2,0,5.17,0,1.1,0.1,20,0,0.047,0.13,0,0.005,0,4.97,0.006,94.51,0.001,0.008,0.009,0.05,6,0.013,0.09,4,5,36,4,0.03,0,0,0.011,8.8,0,0.1
Fruit juice/flavored drink/juice drink,"Apple juice beverage, 40-50% juice, light",92550360,0,0,0,5.1,0,1.8,0,16,0,0.067,0,0,0.015,0.1,4.8,0.004,94.84,0,0,0,0.1,3,0.01,0.2,5,9,51,13,0.04,0,0,0.018,24,0.01,0
Fruit juice/flavored drink/juice drink,"Cranberry juice drink, with high vitamin C, light",92550110,0,6,0,4.7,0,0.4,0.1,19,0,0.028,0.1,0,0.007,0.1,4.6,0.003,95.2,0,0,0,0,10,0.007,0.06,3,1,45,5,0.02,0,0,0.019,32,0.27,1.1
Fruit juice/flavored drink/juice drink,"Fruit juice drink, with high vitamin C, light",92550030,0,6,0,4.7,0,0.4,0.1,19,0,0.028,0.1,0,0.007,0.1,4.6,0.003,95.2,0,0,0,0,10,0.007,0.06,3,1,45,5,0.02,0,0,0.019,32,0.27,1.1
Fruit juice/flavored drink/juice drink,"Orange juice beverage, 40-50% juice, light",92550350,2,79,60,5.42,0,0,0,47,0,0.333,0.21,0,0.028,0,4.17,0.063,94.19,0,0,0,0,0,0.018,0,10,4,188,4,0.02,10,0,0.05,30,1.25,0
Fruit juice/flavored drink/juice drink,"Iced Tea / Lemonade juice drink, light",92307510,0,0,20,6.12,0,2.7,0.3,5,0,0.089,0.22,0,0.015,0.1,3.86,0.01,93.5,0.003,0.01,0.014,0.04,5,0.014,0.04,5,5,72,13,0.1,1,0,0.018,7.1,0.11,0
Fruit juice/flavored drink/juice drink,"Lemon juice, 100%, NS as to form",61204000,0,1,4,6.9,0,5.1,0.3,15,0,0.091,0.35,0,0.015,0.1,2.52,0.024,92.31,0.006,0.021,0.04,0.24,6,0.016,0.08,6,8,103,1,0.05,0,0,0.046,38.7,0.15,0
Fruit juice/flavored drink/juice drink,"Lemon juice, 100%, freshly squeezed",61204010,0,1,4,6.9,0,5.1,0.3,15,0,0.091,0.35,0,0.015,0.1,2.52,0.024,92.31,0.006,0.021,0.04,0.24,6,0.016,0.08,6,8,103,1,0.05,0,0,0.046,38.7,0.15,0
Fruit juice/flavored drink/juice drink,Fruit juice drink,92510610,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,97.49,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Fruit juice/flavored drink/juice drink,"Lime juice, 100%, NS as to form",61207000,0,30,0,8.42,0,5.1,0.4,0,0,0.142,0.42,0,0.015,0.1,1.69,0.025,90.79,0.008,0.023,0.008,0.07,14,0.027,0.09,8,14,117,2,0.08,2,0,0.038,30,0.22,0.6
Fruit juice/flavored drink/juice drink,"Lime juice, 100%, freshly squeezed",61207010,0,30,0,8.42,0,5.1,0.4,0,0,0.142,0.42,0,0.015,0.1,1.69,0.025,90.79,0.008,0.023,0.008,0.07,14,0.027,0.09,8,14,117,2,0.08,2,0,0.038,30,0.22,0.6
Fruit juice/flavored drink/juice drink,"Lemon juice, 100%, canned or bottled",61204200,0,0,40,5.62,0,5.1,0.7,11,0,0.18,0.45,0,0.017,0.1,1.53,0.021,93.64,0.006,0.017,0.027,0.07,10,0.018,0.06,7,9,109,24,0.19,2,0,0.037,14.3,0.23,0.1
Fruit juice/flavored drink/juice drink,"Lime juice, 100%, canned or bottled",61207200,0,10,0,6.69,0,5.1,0.4,0,0,0.163,0.25,0,0.003,0.1,1.37,0.033,92.52,0.022,0.064,0.026,0.23,12,0.03,0.23,7,10,75,16,0.06,1,0,0.027,6.4,0.12,0.5
Fruit juice/flavored drink/juice drink,"Fruit flavored drink, with high vitamin C, diet",92550610,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,98.92,0,0,0,0,13,0.01,0,1,12,5,8,0.01,0,0,0,5.6,0,0
Fruit juice/flavored drink/juice drink,"Fruit flavored drink, diet",92550620,0,0,0,1.45,0,0,0,0,0,0,0.01,0,0,0,0,0,98.27,0,0,0,0,20,0.01,0,1,21,8,11,0.01,0,0,0,9.3,0,0
Fruit juice/flavored drink/juice drink,"Fruit juice drink, diet",92550040,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,99.37,0,0,0,0,9,0.009,0,1,7,4,5,0,0,0,0,3,0,0
Fruit juice/flavored drink/juice drink,"Fruit juice drink, reduced sugar (Sunny D)",92552020,0,0,0,0.95,0,0,0,0,0,0.836,0,63,0.071,0,0,0,98.87,0,0,0,0,11,0.01,0,4,5,26,4,0.01,63,0,0.084,25.1,0,0
Fruit juice/flavored drink/juice drink,"Iced Tea / Lemonade juice drink, diet",92307520,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,99.32,0,0,0,0,6,0.007,0,1,5,21,4,0.01,0,0,0,2.3,0,0
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",11512020,0,2,0,16.52,2,14.2,0,1,0,0.128,2.79,52,0.112,1.9,15.31,0.044,79.81,0.014,0.005,0.04,0.06,107,0.059,0,18,98,159,61,0.47,52,0.45,0.046,0,0,0
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink",11512010,0,2,0,16.54,7,14.2,0,1,0,0.123,2.72,68,0.117,1.7,15.18,0.047,78.43,0.325,0.047,0.903,1.54,102,0.058,0,17,95,152,60,0.45,68,0.42,0.049,0.2,0.03,0.2
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream",11512110,0,5,0,15.87,8,14.4,0,1,0,0.125,2.79,69,0.116,2,14.72,0.043,78.76,0.445,0.079,1.13,1.77,105,0.057,0,17,96,156,60,0.46,69,0.43,0.046,0,0.04,0.2
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",11512030,0,1,0,16.68,0,11,0.2,1,0,0.232,1.21,58,0.085,1.3,14.62,0.013,80.39,0.386,0.442,0.115,0.98,122,0.132,0.28,16,32,99,75,0.23,58,0.35,0.014,0,1.14,1.3
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, with whipped cream",11512100,0,6,0,15.89,12,14.4,0,1,0,0.121,2.73,84,0.121,1.8,14.6,0.045,77.44,0.742,0.119,1.952,3.18,101,0.056,0,17,93,149,58,0.44,84,0.41,0.048,0.2,0.07,0.3
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",11512120,0,4,0,16.02,5,11.3,0.2,1,0,0.224,1.29,74,0.09,1.3,14.07,0.013,79.32,0.799,0.496,1.202,2.64,119,0.127,0.27,15,33,98,73,0.23,74,0.34,0.015,0,1.13,1.3
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and fat free milk",11514140,0,2,0,15.35,3,19.4,0.5,1,0,0.18,3.86,56,0.189,2.4,13.08,0.059,78.95,0.191,0.02,0.358,0.6,132,0.04,0.16,22,135,239,102,0.58,56,0.52,0.063,0,0.02,0.1
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and low fat milk",11514130,0,1,0,15.61,4,18.7,0.5,1,0,0.176,3.82,50,0.196,2.5,13,0.06,78,0.358,0.043,0.808,1.36,127,0.039,0.16,21,131,232,101,0.57,50,0.55,0.065,0,0.04,0.2
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",11514120,0,3,0,15.37,7,19.4,0.5,1,0,0.175,3.79,72,0.194,2.2,12.94,0.061,77.47,0.523,0.065,1.278,2.18,127,0.039,0.16,21,131,232,101,0.57,72,0.5,0.065,0.2,0.05,0.3
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and whole milk",11514110,0,6,0,15.16,10,19.1,0.5,1,0,0.169,3.73,27,0.195,2.3,12.87,0.059,76.61,0.773,0.109,1.929,3.31,124,0.039,0.16,21,129,225,100,0.55,28,0.49,0.065,0,0.07,0.4
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",11514150,0,1,0,15.47,0,15.9,0.7,1,0,0.291,2.18,61,0.159,1.7,12.31,0.025,79.63,0.586,0.487,0.436,1.57,148,0.118,0.46,20,64,175,117,0.33,61,0.42,0.029,0,1.24,1.4
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and water",11514100,0,0,0,11.4,0,4.5,0.5,1,0,0.08,0.91,0,0.077,0.7,8.93,0.013,86.5,0.18,0.016,0.324,0.55,21,0.048,0.16,12,43,97,72,0.21,0,0.05,0.016,0,0.03,0.1
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",11514350,0,2,0,10.28,3,25.2,0.6,1,0,0.196,4.4,59,0.233,3.2,7.67,0.07,83.77,0.094,0.013,0.188,0.32,168,0.061,0.4,28,170,371,108,0.69,59,0.6,0.076,0,0,0.1
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",11514340,0,1,0,10.56,5,24.5,0.6,1,0,0.191,4.35,54,0.241,3.3,7.59,0.071,82.76,0.272,0.037,0.665,1.12,162,0.06,0.4,28,167,363,106,0.67,54,0.63,0.078,0,0.02,0.1
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",11514330,0,3,0,10.3,7,25.2,0.6,1,0,0.19,4.33,77,0.239,3,7.52,0.073,82.21,0.447,0.06,1.164,1.99,162,0.06,0.4,28,167,363,106,0.67,77,0.57,0.079,0.2,0.03,0.2
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",11514320,0,7,0,10.08,11,24.8,0.6,1,0,0.184,4.26,29,0.239,3.1,7.45,0.07,81.29,0.711,0.106,1.853,3.18,159,0.06,0.4,28,165,355,105,0.65,30,0.57,0.079,0,0.05,0.3
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",11514360,0,1,0,10.43,0,21.4,0.8,1,0,0.313,2.61,65,0.201,2.5,6.88,0.035,84.47,0.514,0.508,0.272,1.35,184,0.143,0.72,26,95,302,124,0.42,65,0.48,0.04,0,1.3,1.4
Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and water",11514310,0,0,0,5.94,0,9.5,0.6,1,0,0.09,1.28,0,0.116,1.4,3.11,0.022,91.92,0.081,0.007,0.147,0.25,50,0.069,0.41,18,74,224,75,0.28,0,0.1,0.026,0,0,0.1
Milk/Plant milk,Oatmeal beverage with milk,92611100,0,3,0,15.49,5,8.3,0.2,4,0,0.07,1.74,13,0.066,1.6,13.97,0.032,80.76,0.347,0.102,0.835,1.59,56,0.014,0.1,9,53,74,18,0.27,14,0.22,0.027,0,0.03,0.2
Milk/Plant milk,"Milk shake, fast food, flavors other than chocolate",11542200,0,0,0,19.59,23,27.3,0.9,0,0,0.213,3.37,91,0.66,3.2,13.63,0.026,69.65,1.785,0.316,3.962,6.52,115,0.103,0.46,13,98,166,81,0.57,91,0.22,0.06,0,0.25,0.4
Milk/Plant milk,"Milk shake, bottled, flavors other than chocolate",11543010,0,0,0,19.59,23,27.3,0.9,0,0,0.213,3.37,91,0.66,3.2,13.63,0.026,69.65,1.785,0.316,3.962,6.52,115,0.103,0.46,13,98,166,81,0.57,91,0.22,0.06,0,0.25,0.4
Milk/Plant milk,"Milk shake, fast food, chocolate",11542100,0,0,0,20.36,23,27,1.6,1,0,0.252,3.7,89,0.652,3.4,13.39,0.027,68.32,1.841,0.318,4.044,6.66,115,0.177,0.73,23,111,193,80,0.7,89,0.22,0.061,0,0.25,0.4
Milk/Plant milk,"Milk shake, bottled, chocolate",11543000,0,0,0,20.36,23,27,1.6,1,0,0.252,3.7,89,0.652,3.4,13.39,0.027,68.32,1.841,0.318,4.044,6.66,115,0.177,0.73,23,111,193,80,0.7,89,0.22,0.061,0,0.25,0.4
Milk/Plant milk,"Milk shake, home recipe, chocolate",11541110,0,12,0,13.55,20,19.6,0.5,0,0,0.151,3.48,63,0.159,2.1,12.57,0.051,75.87,1.64,0.222,3.725,6.14,118,0.052,0.35,18,103,187,52,0.47,64,0.45,0.059,0.3,0.14,0.3
Milk/Plant milk,"Milk shake, home recipe, chocolate, light",11541130,0,52,0,12.93,14,18.2,0.3,0,0,0.118,3.99,59,0.136,2.1,12.42,0.044,79.03,0.907,0.111,2.007,3.31,138,0.04,0.26,15,95,163,51,0.43,63,0.43,0.046,0.5,0.09,0.3
Milk/Plant milk,"Chocolate milk, made from syrup with fat free milk",11513700,0,2,0,13.19,3,15.9,0,0,0,0.125,2.97,55,0.118,1.9,12.37,0.049,82.96,0.015,0.005,0.042,0.07,114,0.043,0,16,100,161,56,0.46,55,0.5,0.051,0,0,0
Milk/Plant milk,"Chocolate milk, made from syrup with low fat milk",11513600,0,1,0,13.45,4,15.2,0,0,0,0.121,2.93,50,0.125,2,12.29,0.05,82,0.182,0.028,0.492,0.82,109,0.042,0,16,97,154,54,0.45,50,0.53,0.053,0,0.02,0.1
Milk/Plant milk,"Chocolate milk, made from syrup, NS as to type of milk",11513400,0,3,0,13.18,7,15.7,0,0,0,0.118,2.89,51,0.123,1.9,12.23,0.05,81.43,0.369,0.056,1.009,1.73,109,0.042,0,16,97,152,54,0.44,51,0.48,0.053,0.1,0.03,0.2
Milk/Plant milk,"Chocolate milk, made from syrup with reduced fat milk",11513550,0,3,0,13.21,7,15.9,0,0,0,0.12,2.9,72,0.123,1.8,12.23,0.052,81.48,0.347,0.05,0.962,1.65,109,0.042,0,16,97,154,54,0.45,72,0.48,0.054,0.2,0.03,0.2
Milk/Plant milk,"Chocolate milk, made from syrup with whole milk",11513500,0,6,0,13,10,15.5,0,0,0,0.114,2.84,27,0.124,1.8,12.16,0.049,80.62,0.596,0.094,1.612,2.77,107,0.042,0,16,95,146,53,0.43,28,0.47,0.054,0,0.04,0.3
Milk/Plant milk,Milk shake with malt,11541400,0,11,0,13.66,23,22.1,0.2,0,0,0.302,3.77,61,0.202,2.4,12.04,0.068,75.57,1.525,0.276,3.659,6.11,131,0.016,0.06,16,112,190,66,0.53,63,0.5,0.07,0.3,0.15,0.5
Milk/Plant milk,"Strawberry milk, fat free",11519205,0,2,0,12.03,3,16.8,0,0,0,0.115,3.18,59,0.129,1.9,11.9,0.052,83.95,0.016,0.006,0.045,0.09,122,0.002,0.03,12,99,155,41,0.42,59,0.54,0.054,0,0,0
Milk/Plant milk,"Strawberry milk, low fat",11519200,0,1,0,12.3,5,16.1,0,0,0,0.11,3.13,54,0.138,2,11.82,0.053,82.94,0.194,0.03,0.525,0.89,117,0.001,0.03,11,96,147,39,0.4,54,0.56,0.056,0,0.02,0.1
Milk/Plant milk,"Strawberry milk, whole",11519050,0,6,0,11.82,11,16.5,0,0,0,0.103,3.04,29,0.136,1.8,11.68,0.052,81.46,0.636,0.1,1.719,2.97,114,0.001,0.03,11,94,139,38,0.38,30,0.5,0.057,0,0.05,0.3
Milk/Plant milk,"Chocolate milk, made from syrup with non-dairy milk",11513750,0,1,0,13.36,0,11.6,0.2,0,0,0.236,1.29,61,0.088,1.2,11.64,0.013,83.58,0.411,0.472,0.122,1.04,130,0.121,0.3,14,30,97,70,0.21,61,0.37,0.015,0,1.22,1.3
Milk/Plant milk,"Milk, evaporated, fat free (skim)",11212050,0,0,0,11.35,4,25.2,0,0,0,0.174,7.55,118,0.309,2.5,11.35,0.045,79.4,0.062,0.006,0.121,0.2,290,0.016,0.29,27,195,332,115,0.9,118,0.24,0.055,1.2,0,0
Milk/Plant milk,"Milk, evaporated, reduced fat (2%)",11211400,0,3,0,11.15,8,25.1,0,0,0,0.171,7.42,130,0.304,2.5,11.15,0.044,78,0.569,0.071,1.214,1.96,285,0.016,0.28,27,192,326,113,0.88,131,0.24,0.054,1.2,0.05,0.2
Milk/Plant milk,"Strawberry milk, non-dairy",11519215,0,1,0,12.2,0,12.3,0.2,0,0,0.233,1.39,65,0.098,1.2,11.12,0.014,84.62,0.438,0.503,0.13,1.13,139,0.085,0.35,10,24,87,57,0.15,65,0.39,0.014,0,1.3,1.4
Milk/Plant milk,"Milk shake, home recipe, flavors other than chocolate, light",11541135,0,6,0,13.84,13,20.5,0.1,0,0,0.121,3.88,83,0.181,2.1,11.07,0.056,79.07,0.591,0.099,1.408,2.33,138,0.007,0.07,13,103,176,51,0.54,83,0.56,0.055,0.4,0.06,0.2
Milk/Plant milk,"Milk shake, home recipe, flavors other than chocolate",11541120,0,11,0,11.41,23,20.7,0.2,0,0,0.109,3.36,61,0.174,1.9,10.66,0.051,78.45,1.5,0.231,3.616,5.98,125,0.009,0.03,13,102,167,53,0.51,63,0.49,0.056,0.2,0.14,0.3
Milk/Plant milk,"Strawberry milk, reduced fat",11519105,0,3,0,10.71,8,17.1,0,0,0,0.11,3.15,78,0.135,1.7,10.46,0.056,83.64,0.375,0.054,1.042,1.8,118,0.001,0.03,11,97,150,39,0.4,78,0.52,0.057,0.2,0.03,0.2
Milk/Plant milk,"Milk, evaporated, NS as to fat content",11210050,0,12,0,10.04,29,31.8,0,0,0,0.194,6.81,64,0.316,2.3,10.04,0.047,74.04,2.335,0.245,4.591,7.56,261,0.016,0.19,24,203,303,106,0.77,65,0.16,0.05,1.9,0.14,0.5
Milk/Plant milk,"Milk, evaporated, whole",11211050,0,12,0,10.04,29,31.8,0,0,0,0.194,6.81,64,0.316,2.3,10.04,0.047,74.04,2.335,0.245,4.591,7.56,261,0.016,0.19,24,203,303,106,0.77,65,0.16,0.05,1.9,0.14,0.5
Milk/Plant milk,"Chocolate milk, ready to drink, low fat",11511400,0,2,0,10.15,5,17,0.1,0,0,0.124,3.46,51,0.247,1.9,9.94,0.031,84.5,0.3,0.049,0.616,1.11,129,0.028,0.23,13,96,172,65,0.43,52,0.23,0.047,0.4,0,0.1
Milk/Plant milk,"Chocolate milk, ready to drink, low fat (Nesquik)",11511600,0,2,0,10.15,5,17,0.1,0,0,0.124,3.46,51,0.247,1.9,9.94,0.031,84.5,0.3,0.049,0.616,1.11,129,0.028,0.23,13,96,172,65,0.43,52,0.23,0.047,0.4,0,0.1
Milk/Plant milk,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",11511700,0,2,0,10.15,5,17,0.1,0,0,0.124,3.46,51,0.247,1.9,9.94,0.031,84.5,0.3,0.049,0.616,1.11,129,0.028,0.23,13,96,172,65,0.43,52,0.23,0.047,0.4,0,0.1
Milk/Plant milk,"Chocolate milk, made from dry mix with fat free milk",11513300,0,2,0,10.14,3,17.3,0.3,0,0,0.123,3.5,60,0.126,2,9.77,0.053,85.28,0.016,0.006,0.186,0.22,152,0.058,0,15,106,174,47,0.84,60,0.54,0.11,1.7,0,0.1
Milk/Plant milk,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",11513384,0,2,0,10.14,3,17.3,0.3,0,0,0.123,3.5,60,0.126,2,9.77,0.053,85.28,0.016,0.006,0.186,0.22,152,0.058,0,15,106,174,47,0.84,60,0.54,0.11,1.7,0,0.1
Milk/Plant milk,"Chocolate milk, made from dry mix with low fat milk",11513200,0,1,0,10.43,5,16.5,0.3,0,0,0.118,3.45,54,0.135,2.1,9.69,0.054,84.25,0.197,0.03,0.673,1.03,146,0.057,0,15,102,166,45,0.82,54,0.57,0.112,1.7,0.02,0.1
Milk/Plant milk,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",11513383,0,1,0,10.43,5,16.5,0.3,0,0,0.118,3.45,54,0.135,2.1,9.69,0.054,84.25,0.197,0.03,0.673,1.03,146,0.057,0,15,102,166,45,0.82,54,0.57,0.112,1.7,0.02,0.1
Milk/Plant milk,"Chocolate milk, made from dry mix, NS as to type of milk",11513000,0,4,0,10.13,8,17,0.3,0,0,0.115,3.41,55,0.132,1.9,9.63,0.054,83.63,0.4,0.061,1.232,2.01,146,0.057,0,15,102,164,45,0.82,55,0.53,0.112,1.7,0.03,0.2
Milk/Plant milk,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",11513380,0,4,0,10.13,8,17,0.3,0,0,0.115,3.41,55,0.132,1.9,9.63,0.054,83.63,0.4,0.061,1.232,2.01,146,0.057,0,15,102,164,45,0.82,55,0.53,0.112,1.7,0.03,0.2
Milk/Plant milk,"Chocolate milk, made from dry mix with reduced fat milk",11513150,0,3,0,10.16,8,17.3,0.3,0,0,0.117,3.42,78,0.132,1.8,9.62,0.056,83.68,0.375,0.054,1.182,1.92,146,0.057,0,15,102,166,45,0.82,78,0.52,0.113,1.9,0.03,0.2
Milk/Plant milk,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",11513382,0,3,0,10.16,8,17.3,0.3,0,0,0.117,3.42,78,0.132,1.8,9.62,0.056,83.68,0.375,0.054,1.182,1.92,146,0.057,0,15,102,166,45,0.82,78,0.52,0.113,1.9,0.03,0.2
Milk/Plant milk,"Chocolate milk, ready to drink, reduced fat",11511200,0,11,0,12.13,8,17.1,0.7,0,0,0.164,2.99,63,0.183,3.4,9.55,0.045,82.17,0.455,0.089,1.177,1.9,109,0.075,0.24,14,102,169,66,0.39,64,0.33,0.024,0,0.04,0.2
Milk/Plant milk,"Chocolate milk, made from dry mix with whole milk",11513100,0,7,0,9.94,11,16.9,0.3,0,0,0.111,3.36,29,0.133,1.9,9.55,0.053,82.75,0.646,0.101,1.885,3.14,143,0.057,0,14,100,158,44,0.8,30,0.51,0.113,1.7,0.05,0.3
